
********************************************************************************

    Energy Levels and statistical weights for O2        

    Data is from the Opacity Project
    Maximum energy included = Ionization energy =>   285641.
    Data is from NIST
    Maximum energy included = Ionization energy =>   283271.
    Packed according to J states by pack.f
    Data from the Opacity Project rewritten with NIST energies
    66 energies from NIST included
    153 energies from the Opacity Project scaled by  0.9927: 
    Oscillator strengths scaled to conserve (g*f)/(h*nu)
    Split using NIST energy levels and REWRITE_OSC_V2
    Kurucz data used when available.

 Config           Statistical   Energy   Ionization  Frequency  Wavelength
                    Weight      (cm^-1)  Energy(eV)  (Hz 10^15) (Angstroms)
********************************************************************************

29-Sep-2000                                      !Date
296                                              !Number of energy levels
283270.9000                                      !Ionization energy
2.0                                              !Screened nuclear charge
6861                                             !Number of transitions

2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)5p_4Po[3/2]    1.4721E-04  5.6598E+05    1317.164      12- 125      658
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)5p_4Po[5/2]    3.6136E-04  9.2853E+05    1315.522      12- 126      659
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)5p_4So[3/2]    1.0950E-04  4.2500E+05    1310.943      12- 127      660
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)5f_4Do         1.3331E-04  1.1426E+05    1247.602      12- 138      661
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)6p_4Do         4.3934E-03  4.0355E+06    1205.146      12- 164      662
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)6p_4Po         1.9451E-03  2.9863E+06    1203.422      12- 165      663
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)6p_4So         5.9027E-07  2.7596E+03    1194.458      12- 166      664
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)6f_4Do         7.0683E-05  6.9086E+04    1168.282      12- 174      665
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)7p_4Do         2.6832E-03  2.7261E+06    1145.895      12- 190      666
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)7p_4Po         1.1991E-03  2.0337E+06    1144.957      12- 191      667
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)7p_4So         8.5526E-06  4.3861E+04    1140.458      12- 193      668
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)7f_4Do         4.2009E-05  4.4265E+04    1125.191      12- 200      669
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)8p_4Do         1.7609E-03  1.9005E+06    1111.795      12- 220      670
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)8p_4Po         7.8821E-04  1.4193E+06    1111.222      12- 221      671
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)8p_4So         1.0900E-05  5.9160E+04    1108.591      12- 223      672
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)8f_4Do         2.7168E-05  3.0013E+04    1098.896      12- 237      673
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)9p_4Do         1.2158E-03  1.3646E+06    1090.206      12- 253      674
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)9p_4Po         5.4421E-04  1.0187E+06    1089.835      12- 254      675
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)9p_4So         1.0231E-05  5.7636E+04    1088.139      12- 256      676
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)9f_4Do         1.9790E-05  2.2568E+04    1081.594      12- 263      677
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)10p_4Do        8.8048E-04  1.0153E+06    1075.605      12- 280      678
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)10p_4Po        3.8825E-04  7.4652E+05    1075.337      12- 281      679
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)10p_4So        9.3918E-06  5.4292E+04    1074.185      12- 283      680
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)10f_4Do        1.4256E-05  1.6625E+04    1069.544      12- 290      681
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)3p_4Do[3/2]    8.2007E-03  3.7181E+06    4696.353      13-  19      682
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)3p_4Do[5/2]    8.4304E-02  2.5701E+07    4676.235      13-  20      683
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)3p_4Do[7/2]    4.4756E-01  1.0353E+08    4649.135      13-  23      684
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)3p_4Po[3/2]    9.6128E-02  5.0407E+07    4366.895      13-  25      685
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)3p_4Po[5/2]    2.1079E-01  7.4282E+07    4349.426      13-  26      686
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)3p_2Do[3/2]    5.2705E-06  3.5711E+03    3841.666      13-  27      687
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)3p_2Do[5/2]    8.3531E-05  3.8286E+04    3813.730      13-  28      688
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)3p_4So[3/2]    1.2672E-01  9.0135E+07    3749.484      13-  29      689
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)3p_2Po[3/2]    1.2214E-04  1.0087E+05    3479.620      13-  33      690
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(1De)3p_2Fo[7/2]    1.5554E-05  1.4554E+04    2311.517      13-  35      691
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(1De)3p_2Do[5/2]    9.8141E-06  1.2933E+04    2249.125      13-  36      692
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(1De)3p_2Po[3/2]    6.3365E-06  1.4021E+04    2125.723      13-  45      693
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)4p_4Do[3/2]    1.7452E-04  6.3529E+05    1657.892      13-  66      694
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)4p_4Do[5/2]    1.3863E-03  3.3738E+06    1655.517      13-  67      695
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)4p_4Do[7/2]    5.2705E-03  9.6604E+06    1652.069      13-  68      696
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)4p_4So[3/2]    6.3291E-04  2.3403E+06    1644.934      13-  69      697
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)4p_4Po[5/2]    3.8121E-03  9.4481E+06    1640.514      13-  71      698
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)4p_4Po[3/2]    1.6345E-03  6.0821E+06    1639.769      13-  72      699
2s2_2p2(3Pe)3s_4Pe[5/2]-2s_2p3(5So)3s_4So[3/2]     3.1297E-03  1.5118E+07    1439.213      13-  94      700
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)4f_4Do         2.6740E-04  2.6199E+05    1429.110      13- 103      701
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)5p_4Do[3/2]    8.3531E-05  4.7589E+05    1325.214      13- 121      702
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)5p_4Do[5/2]    6.1923E-04  2.3572E+06    1323.716      13- 122      703
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)5p_4Do[7/2]    1.9582E-03  5.6109E+06    1321.327      13- 123      704
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)5p_4Po[3/2]    3.4822E-04  1.9998E+06    1319.920      13- 125      705
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)5p_4Po[5/2]    6.0513E-04  2.3226E+06    1318.272      13- 126      706
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)5p_4So[3/2]    1.0927E-04  6.3352E+05    1313.673      13- 127      707
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)5f_4Do         1.3331E-04  1.7071E+05    1250.075      13- 138      708
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)6p_4Do         4.3934E-03  6.0301E+06    1207.453      13- 164      709
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)6p_4Po         1.9451E-03  4.4623E+06    1205.722      13- 165      710
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)6p_4So         5.9027E-07  4.1238E+03    1196.725      13- 166      711
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)6f_4Do         7.0683E-05  1.0325E+05    1170.450      13- 174      712
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)7p_4Do         2.6832E-03  4.0742E+06    1147.981      13- 190      713
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)7p_4Po         1.1991E-03  3.0396E+06    1147.039      13- 191      714
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)7p_4So         8.5526E-06  6.5554E+04    1142.524      13- 193      715
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)7f_4Do         4.2009E-05  6.6161E+04    1127.202      13- 200      716
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)8p_4Do         1.7609E-03  2.8406E+06    1113.758      13- 220      717
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)8p_4Po         7.8821E-04  2.1214E+06    1113.183      13- 221      718
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)8p_4So         1.0900E-05  8.8428E+04    1110.543      13- 223      719
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)8f_4Do         2.7168E-05  4.4863E+04    1100.814      13- 237      720
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)9p_4Do         1.2158E-03  2.0399E+06    1092.094      13- 253      721
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)9p_4Po         5.4421E-04  1.5228E+06    1091.722      13- 254      722
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)9p_4So         1.0231E-05  8.6155E+04    1090.019      13- 256      723
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)9f_4Do         1.9790E-05  3.3736E+04    1083.452      13- 263      724
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)10p_4Do        8.8048E-04  1.5177E+06    1077.443      13- 280      725
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)10p_4Po        3.8825E-04  1.1160E+06    1077.174      13- 281      726
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)10p_4So        9.3918E-06  8.1160E+04    1076.018      13- 283      727
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)10f_4Do        1.4256E-05  2.4854E+04    1071.361      13- 290      728
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)3p_2So[1/2]    6.3822E-02  9.6472E+06    6641.031      14-  17      729
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)3p_4Po[1/2]    9.9763E-05  2.5193E+04    5137.959      14-  24      730
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)3p_4Po[3/2]    4.5601E-05  5.7852E+03    5125.800      14-  25      731
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)3p_2Do[3/2]    5.5331E-01  9.4534E+07    4416.975      14-  27      732
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)3p_4So[3/2]    1.4756E-04  2.6656E+04    4295.554      14-  29      733
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)3p_2Po[1/2]    2.2180E-01  9.4561E+07    3954.362      14-  32      734
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)3p_2Po[3/2]    1.0209E-01  2.1864E+07    3945.038      14-  33      735
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(1De)3p_2Do[3/2]    5.3576E-02  3.0154E+07    2433.542      14-  37      736
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(1De)3p_2Po[1/2]    2.1826E-02  2.7665E+07    2293.297      14-  44      737
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(1De)3p_2Po[3/2]    1.0209E-02  6.4837E+06    2290.846      14-  45      738
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)4p_2So[1/2]    1.0821E-02  2.2756E+07    1780.984      14-  63      739
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)4p_2Do[3/2]    8.1091E-05  9.4531E+04    1691.427      14-  73      740
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)4p_2Po[1/2]    9.3104E-05  2.2014E+05    1679.603      14-  75      741
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)4p_2Po[3/2]    8.2979E-05  9.8393E+04    1677.099      14-  76      742
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(1Se)3p_2Po[1/2]    3.3689E-03  9.2327E+06    1560.094      14-  81      743
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(1Se)3p_2Po[3/2]    1.6846E-03  2.3088E+06    1559.944      14-  82      744
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)4f_2Do         9.1110E-09  5.3888E+00    1501.835      14- 104      745
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)5p_2So[1/2]    4.1855E-03  1.4392E+07    1392.802      14- 119      746
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)5p_2Do[3/2]    1.4756E-03  2.6090E+06    1373.434      14- 128      747
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)5p_2Po[1/2]    3.0542E-05  1.0975E+05    1362.430      14- 130      748
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)5p_2Po[3/2]    1.5288E-05  2.7529E+04    1360.924      14- 131      749
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)5f_2Do         9.2796E-08  7.2648E+01    1305.384      14- 139      750
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(1De)4p_2Do[3/2]    6.6865E-03  1.3476E+07    1286.409      14- 151      751
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(1De)4p_2Po[1/2]    1.9830E-03  8.1658E+06    1272.722      14- 158      752
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(1De)4p_2Po[3/2]    9.9188E-04  2.0438E+06    1272.228      14- 159      753
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)6p_2So         2.0640E-03  8.6417E+06    1262.195      14- 163      754
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)6p_2Do         2.1647E-05  1.8583E+04    1246.613      14- 167      755
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)6p_2Po         3.3730E-04  4.8651E+05    1241.577      14- 168      756
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)6f_2Do         1.7955E-07  1.6125E+02    1218.802      14- 175      757
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)7p_2So         1.1663E-03  5.4375E+06    1196.127      14- 189      758
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)7p_2Do         4.2624E-04  4.0194E+05    1189.405      14- 192      759
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)7p_2Po         3.0206E-06  4.7651E+03    1187.186      14- 194      760
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)7f_2Do         3.1717E-07  3.0805E+02    1171.978      14- 201      761
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)8p_2So         7.3503E-04  3.6533E+06    1158.451      14- 219      762
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)8p_2Do         4.1786E-04  4.1811E+05    1154.665      14- 222      763
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)8p_2Po         2.5004E-05  4.1793E+04    1153.350      14- 224      764
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(1De)4f_2Do         5.3197E-06  5.3671E+03    1149.903      14- 228      765
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(1De)4f_2Po         6.8134E-07  1.1509E+03    1147.311      14- 230      766
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)8f_2Do         2.6348E-07  2.6882E+02    1143.478      14- 238      767
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)9p_2So         4.9338E-04  2.5559E+06    1134.721      14- 252      768
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)9p_2Do         3.6417E-04  3.7888E+05    1132.365      14- 255      769
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)9p_2Po         3.7087E-05  6.4407E+04    1131.500      14- 257      770
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)9f_2Do         2.2152E-07  2.3360E+02    1124.743      14- 264      771
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)10p_2So        3.4907E-04  1.8604E+06    1118.722      14- 279      772
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)10p_2Do        3.2053E-04  3.4260E+05    1117.186      14- 282      773
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)10p_2Po        4.2794E-05  7.6317E+04    1116.583      14- 284      774
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)10f_2Do        1.7789E-07  1.9201E+02    1111.731      14- 291      775
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)3p_2So[1/2]    6.3671E-02  1.8791E+07    6721.388      15-  17      776
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)3p_4Do[3/2]    3.6978E-06  7.7428E+02    5642.484      15-  19      777
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)3p_4Do[5/2]    8.2783E-06  1.1676E+03    5613.469      15-  20      778
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)3p_4Po[1/2]    6.5757E-05  3.2600E+04    5185.926      15-  24      779
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)3p_4Po[5/2]    1.4721E-04  2.4677E+04    5149.040      15-  26      780
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)3p_2Do[3/2]    4.5493E-02  1.5299E+07    4452.378      15-  27      781
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)3p_2Do[5/2]    5.0459E-01  1.1505E+08    4414.898      15-  28      782
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)3p_4So[3/2]    4.4457E-04  1.5815E+05    4329.030      15-  29      783
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)3p_2Po[1/2]    5.3449E-02  4.4927E+07    3982.714      15-  32      784
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)3p_2Po[3/2]    3.0057E-01  1.2692E+08    3973.256      15-  33      785
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(1De)3p_2Do[5/2]    4.8746E-02  3.6223E+07    2445.529      15-  36      786
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(1De)3p_2Do[3/2]    5.5968E-03  6.2449E+06    2444.251      15-  37      787
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(1De)3p_2Po[1/2]    5.3449E-03  1.3438E+07    2302.806      15-  44      788
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(1De)3p_2Po[3/2]    2.8704E-02  3.6160E+07    2300.333      15-  45      789
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)4p_2So[1/2]    1.0786E-02  4.5074E+07    1786.710      15-  63      790
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)4p_2Do[3/2]    1.3120E-05  3.0404E+04    1696.591      15-  73      791
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)4p_2Do[5/2]    4.8042E-04  7.4664E+05    1691.529      15-  74      792
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)4p_2Po[1/2]    1.6902E-05  7.9445E+04    1684.696      15-  75      793
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)4p_2Po[3/2]    1.6141E-04  3.8049E+05    1682.177      15-  76      794
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(1Se)3p_2Po[1/2]    8.3986E-04  4.5776E+06    1564.487      15-  81      795
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(1Se)3p_2Po[3/2]    4.1997E-03  1.1447E+07    1564.336      15-  82      796
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)4f_2Do         9.1110E-09  1.0719E+01    1505.905      15- 104      797
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)5p_2So[1/2]    4.1750E-03  2.8567E+07    1396.302      15- 119      798
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)5p_2Do[3/2]    1.5774E-04  5.5503E+05    1376.837      15- 128      799
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)5p_2Do[5/2]    6.8856E-04  1.6228E+06    1373.599      15- 129      800
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)5p_2Po[1/2]    7.6168E-06  5.4473E+04    1365.779      15- 130      801
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)5p_2Po[3/2]    3.8126E-05  1.3664E+05    1364.265      15- 131      802
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)5f_2Do         9.2796E-08  1.4461E+02    1308.458      15- 139      803
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(1De)4p_2Do[3/2]    6.6710E-04  2.6765E+06    1289.394      15- 151      804
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(1De)4p_2Do[5/2]    6.0052E-03  1.6069E+07    1289.124      15- 152      805
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(1De)4p_2Po[1/2]    4.9461E-04  4.0549E+06    1275.644      15- 158      806
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(1De)4p_2Po[3/2]    2.4740E-03  1.0149E+07    1275.148      15- 159      807
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)6p_2So         2.0640E-03  1.7205E+07    1265.069      15- 163      808
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)6p_2Do         2.1647E-05  3.6999E+04    1249.417      15- 167      809
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)6p_2Po         3.3730E-04  9.6867E+05    1244.358      15- 168      810
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)6f_2Do         1.7955E-07  3.2108E+02    1221.481      15- 175      811
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)7p_2So         1.1663E-03  1.0828E+07    1198.707      15- 189      812
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)7p_2Do         4.2624E-04  8.0045E+05    1191.956      15- 192      813
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)7p_2Po         3.0206E-06  9.4896E+03    1189.728      15- 194      814
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)7f_2Do         3.1717E-07  6.1351E+02    1174.455      15- 201      815
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)8p_2So         7.3503E-04  7.2763E+06    1160.871      15- 219      816
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)8p_2Do         4.1786E-04  8.3275E+05    1157.069      15- 222      817
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)8p_2Po         2.5004E-05  8.3240E+04    1155.749      15- 224      818
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(1De)4f_2Do         5.3197E-06  1.0690E+04    1152.287      15- 228      819
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(1De)4f_2Po         6.8134E-07  2.2922E+03    1149.685      15- 230      820
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)8f_2Do         2.6348E-07  5.3543E+02    1145.836      15- 238      821
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)9p_2So         4.9338E-04  5.0910E+06    1137.043      15- 252      822
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)9p_2Do         3.6417E-04  7.5468E+05    1134.677      15- 255      823
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)9p_2Po         3.7087E-05  1.2829E+05    1133.809      15- 257      824
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)9f_2Do         2.2152E-07  4.6532E+02    1127.025      15- 264      825
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)10p_2So        3.4907E-04  3.7059E+06    1120.979      15- 279      826
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)10p_2Do        3.2053E-04  6.8245E+05    1119.437      15- 282      827
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)10p_2Po        4.2794E-05  1.5202E+05    1118.832      15- 284      828
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)10f_2Do        1.7789E-07  3.8248E+02    1113.960      15- 291      829
2s_2p4_2Se[1/2]        -2s2_2p2(3Pe)3p_2Po[1/2]    1.5727E-06  3.5746E+02    5415.774      16-  32      830
2s_2p4_2Se[1/2]        -2s2_2p2(3Pe)3p_2Po[3/2]    3.1556E-06  3.6094E+02    5398.300      16-  33      831
2s_2p4_2Se[1/2]        -2s2_2p2(1De)3p_2Po[1/2]    1.1494E-03  1.0366E+06    2718.805      16-  44      832
2s_2p4_2Se[1/2]        -2s2_2p2(1De)3p_2Po[3/2]    2.3018E-03  1.0406E+06    2715.360      16-  45      833
2s_2p4_2Se[1/2]        -2s2_2p2(3Pe)4p_2Po[1/2]    1.6080E-03  2.9807E+06    1896.959      16-  75      834
2s_2p4_2Se[1/2]        -2s2_2p2(3Pe)4p_2Po[3/2]    3.2214E-03  2.9957E+06    1893.766      16-  76      835
2s_2p4_2Se[1/2]        -2s2_2p2(1Se)3p_2Po[1/2]    1.8988E-02  4.1551E+07    1745.909      16-  81      836
2s_2p4_2Se[1/2]        -2s2_2p2(1Se)3p_2Po[3/2]    3.7979E-02  4.1563E+07    1745.721      16-  82      837
