
******************************************************************************

       Photoionization cross-sections for S III

>> Verner high energy tail included for gnd level
>> Opacity project data smoothed by phot_smooth.f
>>   Smoothed with a gausian of width 3000 km/sec

          Types of cross sections included:
         -----------------------------------

          20 - Opacity Project: smoothed [number of data pairs]         

          21 - Opacity Project: scaled, smoothed [number of data pairs] 

******************************************************************************

08-Jul-1999                             !Date
4.8464D+00 6.850D-02
4.8705D+00 6.795D-02
4.8948D+00 6.740D-02
4.9438D+00 6.630D-02
4.9684D+00 6.575D-02
4.9933D+00 6.519D-02
5.0433D+00 6.406D-02
5.0684D+00 6.350D-02
5.0937D+00 6.293D-02
5.1447D+00 6.178D-02
5.2482D+00 5.945D-02
5.2743D+00 5.886D-02
5.7402D+00 5.015D-02
5.7977D+00 4.925D-02
6.2784D+00 4.337D-02
6.3096D+00 4.308D-02
6.8670D+00 3.940D-02
6.9357D+00 3.909D-02
6.9703D+00 3.893D-02
7.0051D+00 3.877D-02
7.6237D+00 3.672D-02
7.8160D+00 3.624D-02
7.9732D+00 3.585D-02
8.5062D+00 3.281D-02
9.2576D+00 2.546D-02
1.0075D+01 1.975D-02
1.0965D+01 1.532D-02
1.1933D+01 1.189D-02
1.2988D+01 9.220D-03
1.4134D+01 7.154D-03
1.5383D+01 5.549D-03
1.6741D+01 4.305D-03
1.8220D+01 3.340D-03
1.9829D+01 2.591D-03
2.1581D+01 2.010D-03
2.3487D+01 1.559D-03
2.5561D+01 1.209D-03
2.5946D+01 1.156D-03
3s23p4p3Se                              !Configuration name
20                                      !Type of cross-section
160                                     !Number of cross-section points
1.0000D+00 3.507D-01
1.0883D+00 8.532D-01
1.1102D+00 1.088D+00
1.1269D+00 1.460D+00
1.1326D+00 1.816D+00
1.1382D+00 2.411D+00
1.1553D+00 6.056D+00
1.1611D+00 7.036D+00
1.1669D+00 7.065D+00
1.1727D+00 5.934D+00
1.1786D+00 4.169D+00
1.1904D+00 1.318D+00
1.2023D+00 7.233D-01
1.2143D+00 1.319D+00
1.2265D+00 2.672D+00
1.2326D+00 3.907D+00
1.2387D+00 6.013D+00
1.2449D+00 1.025D+01
1.2511D+00 1.896D+01
1.2574D+00 3.672D+01
1.2699D+00 1.071D+02
1.2763D+00 1.473D+02
1.2827D+00 1.699D+02
1.2891D+00 1.667D+02
1.3020D+00 1.051D+02
1.3150D+00 5.162D+01
1.3282D+00 2.656D+01
1.3414D+00 1.242D+01
1.3481D+00 8.469D+00
1.3549D+00 6.140D+00
1.3616D+00 5.063D+00
1.3684D+00 4.851D+00
1.3752D+00 5.440D+00
1.3821D+00 6.464D+00
1.3890D+00 7.254D+00
1.3960D+00 7.234D+00
1.4099D+00 5.056D+00
1.4169D+00 4.070D+00
1.4240D+00 3.619D+00
1.4311D+00 3.867D+00
1.4383D+00 4.982D+00
1.4454D+00 8.083D+00
1.4527D+00 1.608D+01
1.4599D+00 3.600D+01
1.4745D+00 1.279D+02
1.4819D+00 1.795D+02
1.4893D+00 2.002D+02
1.4967D+00 1.800D+02
1.5117D+00 7.564D+01
1.5192D+00 3.738D+01
1.5268D+00 1.592D+01
1.5344D+00 6.832D+00
1.5421D+00 3.170D+00
1.5575D+00 1.633D+00
1.5731D+00 2.073D+00
1.5810D+00 2.135D+00
1.5968D+00 1.547D+00
1.6289D+00 6.532D-01
1.6370D+00 4.786D-01
1.6700D+00 1.741D-01
1.6867D+00 1.856D-01
1.7120D+00 1.938D-01
1.7378D+00 1.685D-01
1.7552D+00 1.529D-01
1.7905D+00 1.946D-01
1.8084D+00 2.127D-01
1.8356D+00 1.667D-01
1.8633D+00 1.441D-01
1.9008D+00 2.002D-01
1.9102D+00 2.114D-01
1.9390D+00 1.600D-01
1.9584D+00 1.441D-01
1.9878D+00 2.036D-01
2.0077D+00 2.282D-01
2.0584D+00 1.922D-01
2.0893D+00 1.692D-01
2.1208D+00 1.451D-01
2.1527D+00 1.283D-01
2.1960D+00 1.455D-01
2.2069D+00 1.496D-01
2.2401D+00 1.371D-01
2.3196D+00 1.233D-01
2.4139D+00 1.158D-01
2.5881D+00 1.091D-01
2.6533D+00 1.084D-01
2.6666D+00 1.083D-01
2.6799D+00 1.082D-01
2.7067D+00 1.079D-01
2.7202D+00 1.078D-01
2.9604D+00 1.061D-01
3.0807D+00 1.054D-01
3.1115D+00 1.053D-01
3.1427D+00 1.051D-01
3.1584D+00 1.050D-01
3.1741D+00 1.049D-01
3.1900D+00 1.048D-01
3.2059D+00 1.048D-01
3.2219D+00 1.047D-01
3.2380D+00 1.046D-01
3.2704D+00 1.044D-01
3.2867D+00 1.043D-01
3.3864D+00 1.038D-01
3.6854D+00 1.009D-01
3.7039D+00 1.006D-01
3.7223D+00 1.003D-01
3.8736D+00 9.813D-02
3.8930D+00 9.785D-02
3.9123D+00 9.757D-02
3.9319D+00 9.728D-02
3.9515D+00 9.700D-02
3.9713D+00 9.671D-02
4.0310D+00 9.584D-02
4.0917D+00 9.496D-02
4.4530D+00 8.820D-02
4.4753D+00 8.770D-02
4.6571D+00 8.367D-02
4.7037D+00 8.264D-02
4.7271D+00 8.212D-02
4.7744D+00 8.107D-02
4.7983D+00 8.054D-02
4.8464D+00 7.947D-02
4.8705D+00 7.894D-02
4.8948D+00 7.839D-02
4.9438D+00 7.731D-02
4.9933D+00 7.621D-02
5.0182D+00 7.566D-02
5.0684D+00 7.454D-02
5.0937D+00 7.398D-02
5.1191D+00 7.342D-02
5.1447D+00 7.285D-02
5.1703D+00 7.228D-02
5.2221D+00 7.113D-02
5.2743D+00 6.998D-02
5.3538D+00 6.821D-02
5.4614D+00 6.582D-02
5.4886D+00 6.522D-02
5.9735D+00 5.625D-02
6.0032D+00 5.578D-02
6.5010D+00 4.958D-02
6.5335D+00 4.926D-02
7.1104D+00 4.542D-02
7.2535D+00 4.475D-02
7.3627D+00 4.425D-02
7.3994D+00 4.408D-02
8.0530D+00 4.150D-02
8.5913D+00 3.750D-02
9.3502D+00 2.909D-02
1.0176D+01 2.257D-02
1.1075D+01 1.751D-02
1.2053D+01 1.358D-02
1.3117D+01 1.053D-02
1.4276D+01 8.174D-03
1.5537D+01 6.341D-03
1.6909D+01 4.919D-03
1.8403D+01 3.816D-03
2.0028D+01 2.960D-03
2.1797D+01 2.297D-03
2.3722D+01 1.781D-03
2.5817D+01 1.382D-03
2.7818D+01 1.105D-03
3s23p4p1De                              !Configuration name
20                                      !Type of cross-section
110                                     !Number of cross-section points
1.0000D+00 1.319D+00
1.0458D+00 1.488D+00
1.1158D+00 1.998D+00
1.1553D+00 2.517D+00
1.1611D+00 2.681D+00
1.1669D+00 3.040D+00
1.1727D+00 3.910D+00
1.1904D+00 1.069D+01
1.1963D+00 1.208D+01
1.2023D+00 1.177D+01
1.2143D+00 8.381D+00
1.2204D+00 7.307D+00
1.2265D+00 7.025D+00
1.2326D+00 7.410D+00
1.2387D+00 8.247D+00
1.2511D+00 1.142D+01
1.2637D+00 1.831D+01
1.2827D+00 4.064D+01
1.2891D+00 4.793D+01
1.2955D+00 5.081D+01
1.3020D+00 4.864D+01
1.3085D+00 4.329D+01
1.3150D+00 3.880D+01
1.3215D+00 3.836D+01
1.3348D+00 4.604D+01
1.3414D+00 4.831D+01
1.3481D+00 4.766D+01
1.3549D+00 4.634D+01
1.3616D+00 4.595D+01
1.3684D+00 4.495D+01
1.3752D+00 4.037D+01
1.3890D+00 2.267D+01
1.3960D+00 1.514D+01
1.4029D+00 1.087D+01
1.4099D+00 9.074D+00
1.4169D+00 9.167D+00
1.4240D+00 1.127D+01
1.4311D+00 1.745D+01
1.4527D+00 7.108D+01
1.4599D+00 8.420D+01
1.4672D+00 8.397D+01
1.4819D+00 6.139D+01
1.4893D+00 5.805D+01
1.4967D+00 6.520D+01
1.5117D+00 1.039D+02
1.5192D+00 1.237D+02
1.5268D+00 1.342D+02
1.5344D+00 1.295D+02
1.5498D+00 8.673D+01
1.5653D+00 4.431D+01
1.5731D+00 3.174D+01
1.5810D+00 2.412D+01
1.5968D+00 1.571D+01
1.6128D+00 1.001D+01
1.7206D+00 1.214D+00
1.7378D+00 1.145D+00
1.7465D+00 1.171D+00
1.7552D+00 1.182D+00
1.7905D+00 7.783D-01
1.8540D+00 3.582D-01
1.8819D+00 5.206D-01
1.9008D+00 6.089D-01
1.9198D+00 4.758D-01
1.9293D+00 4.379D-01
1.9486D+00 5.316D-01
1.9584D+00 5.818D-01
1.9878D+00 4.126D-01
2.0380D+00 1.868D-01
2.0481D+00 1.982D-01
2.0584D+00 2.071D-01
2.0790D+00 1.926D-01
2.0893D+00 1.846D-01
2.1208D+00 2.157D-01
2.1313D+00 2.226D-01
2.1742D+00 1.727D-01
2.2069D+00 1.325D-01
2.2290D+00 1.498D-01
2.2513D+00 1.599D-01
2.2739D+00 1.458D-01
2.2852D+00 1.409D-01
2.3196D+00 1.545D-01
2.3428D+00 1.637D-01
2.3545D+00 1.686D-01
2.3780D+00 1.738D-01
2.4259D+00 1.598D-01
2.5881D+00 1.167D-01
2.7611D+00 9.610D-02
2.9458D+00 7.913D-02
3.1427D+00 6.517D-02
3.3528D+00 5.367D-02
3.5770D+00 4.420D-02
3.8162D+00 3.639D-02
4.0713D+00 2.997D-02
4.3436D+00 2.468D-02
4.6339D+00 2.033D-02
4.9438D+00 1.674D-02
5.2743D+00 1.379D-02
5.6270D+00 1.135D-02
6.0032D+00 9.350D-03
6.4047D+00 7.699D-03
6.8328D+00 6.341D-03
7.2898D+00 5.221D-03
7.7771D+00 4.300D-03
8.2972D+00 3.541D-03
8.8518D+00 2.916D-03
9.4438D+00 2.401D-03
1.0075D+01 1.978D-03
1.0749D+01 1.629D-03
1.1467D+01 1.341D-03
1.1698D+01 1.263D-03
3s23p4p1Se                              !Configuration name
20                                      !Type of cross-section
107                                     !Number of cross-section points
1.0000D+00 9.572D-01
1.0669D+00 1.465D+00
1.1102D+00 1.972D+00
1.1496D+00 2.771D+00
1.1611D+00 3.194D+00
1.1669D+00 3.549D+00
1.1727D+00 4.225D+00
1.1786D+00 5.708D+00
1.1844D+00 9.031D+00
1.1963D+00 2.287D+01
1.2023D+00 2.981D+01
1.2083D+00 3.155D+01
1.2143D+00 2.717D+01
1.2204D+00 1.901D+01
1.2265D+00 1.126D+01
1.2326D+00 6.448D+00
1.2387D+00 4.276D+00
1.2449D+00 3.824D+00
1.2511D+00 4.042D+00
1.2763D+00 6.653D+00
1.2891D+00 9.199D+00
1.3020D+00 1.434D+01
1.3215D+00 3.126D+01
1.3282D+00 3.771D+01
1.3348D+00 4.169D+01
1.3414D+00 4.136D+01
1.3549D+00 2.742D+01
1.3616D+00 2.157D+01
1.3684D+00 2.370D+01
1.3752D+00 3.797D+01
1.3821D+00 6.076D+01
1.3890D+00 8.130D+01
1.3960D+00 8.785D+01
1.4029D+00 7.513D+01
1.4099D+00 5.185D+01
1.4240D+00 1.391D+01
1.4311D+00 6.404D+00
1.4383D+00 3.417D+00
1.4454D+00 2.739D+00
1.4527D+00 2.866D+00
1.4745D+00 4.959D+00
1.4967D+00 9.438D+00
1.5117D+00 1.568D+01
1.5268D+00 2.721D+01
1.5421D+00 4.865D+01
1.5653D+00 1.321D+02
1.5731D+00 1.620D+02
1.5810D+00 1.750D+02
1.5889D+00 1.672D+02
1.6048D+00 1.106D+02
1.6208D+00 6.143D+01
1.6370D+00 3.503D+01
1.6534D+00 1.931D+01
1.6700D+00 1.080D+01
1.7816D+00 1.020D+00
1.7905D+00 1.004D+00
1.8084D+00 1.310D+00
1.8265D+00 1.539D+00
1.8540D+00 1.094D+00
1.9293D+00 3.986D-01
1.9681D+00 8.017D-01
1.9878D+00 1.011D+00
2.0077D+00 7.267D-01
2.0481D+00 3.618D-01
2.0584D+00 3.029D-01
2.0893D+00 2.038D-01
2.1208D+00 2.430D-01
2.1420D+00 2.603D-01
2.1527D+00 2.526D-01
2.1634D+00 2.517D-01
2.1851D+00 3.153D-01
2.1960D+00 3.491D-01
2.2290D+00 2.030D-01
2.2739D+00 5.917D-02
2.3081D+00 1.048D-01
2.3311D+00 1.287D-01
2.3428D+00 1.281D-01
2.3780D+00 2.279D-01
2.4018D+00 3.018D-01
2.4259D+00 2.743D-01
2.4624D+00 2.444D-01
2.5497D+00 1.428D-01
2.7202D+00 5.183D-02
2.9021D+00 4.268D-02
3.0961D+00 3.515D-02
3.3031D+00 2.895D-02
3.5240D+00 2.384D-02
3.7596D+00 1.963D-02
4.0110D+00 1.617D-02
4.2791D+00 1.331D-02
4.5653D+00 1.096D-02
4.8705D+00 9.029D-03
5.1962D+00 7.436D-03
5.5436D+00 6.123D-03
5.9143D+00 5.042D-03
6.3096D+00 4.153D-03
6.7316D+00 3.419D-03
7.1816D+00 2.816D-03
7.6619D+00 2.319D-03
8.1741D+00 1.910D-03
8.7207D+00 1.573D-03
9.3037D+00 1.295D-03
9.9259D+00 1.067D-03
1.0589D+01 8.785D-04
1.1298D+01 7.234D-04
1.2053D+01 5.958D-04
1.2173D+01 5.781D-04
3s3p2(4P)3d3Pe                          !Configuration name
20                                      !Type of cross-section
193                                     !Number of cross-section points
1.0000D+00 2.866D-01
1.0050D+00 3.683D-01
1.0100D+00 5.966D-01
1.0151D+00 1.071D+00
1.0252D+00 2.803D+00
1.0303D+00 3.465D+00
1.0355D+00 3.490D+00
1.0458D+00 1.821D+00
1.0510D+00 9.656D-01
1.0563D+00 4.213D-01
1.0616D+00 1.747D-01
1.0722D+00 6.864D-02
1.0829D+00 2.343D-01
1.0883D+00 5.310D-01
1.0992D+00 1.834D+00
1.1047D+00 2.549D+00
1.1102D+00 2.905D+00
1.1158D+00 2.684D+00
1.1269D+00 1.304D+00
1.1326D+00 7.580D-01
1.1382D+00 4.599D-01
1.1439D+00 3.243D-01
1.1496D+00 2.807D-01
1.1553D+00 2.709D-01
1.1611D+00 2.965D-01
1.1669D+00 3.618D-01
1.1786D+00 6.403D-01
1.1904D+00 1.076D+00
1.2083D+00 2.666D+00
1.2143D+00 3.119D+00
1.2204D+00 3.039D+00
1.2326D+00 1.741D+00
1.2387D+00 1.172D+00
1.2449D+00 9.281D-01
1.2511D+00 9.824D-01
1.2574D+00 1.384D+00
1.2637D+00 2.466D+00
1.2699D+00 5.277D+00
1.2763D+00 1.103D+01
1.2891D+00 3.073D+01
1.2955D+00 3.727D+01
1.3020D+00 3.689D+01
1.3150D+00 2.135D+01
1.3215D+00 1.437D+01
1.3282D+00 9.824D+00
1.3414D+00 4.744D+00
1.3549D+00 1.510D+00
1.3616D+00 6.919D-01
1.3684D+00 2.901D-01
1.3752D+00 2.003D-01
1.3821D+00 3.476D-01
1.3890D+00 8.045D-01
1.4029D+00 2.654D+00
1.4169D+00 4.436D+00
1.4240D+00 4.707D+00
1.4311D+00 4.369D+00
1.4454D+00 2.451D+00
1.4527D+00 1.565D+00
1.4599D+00 1.197D+00
1.4672D+00 1.396D+00
1.4819D+00 3.108D+00
1.4893D+00 3.992D+00
1.4967D+00 4.586D+00
1.5042D+00 5.245D+00
1.5117D+00 7.034D+00
1.5192D+00 1.160D+01
1.5268D+00 2.002D+01
1.5498D+00 6.986D+01
1.5575D+00 8.535D+01
1.5653D+00 8.929D+01
1.5731D+00 8.027D+01
1.5889D+00 4.415D+01
1.5968D+00 3.195D+01
1.6048D+00 2.819D+01
1.6128D+00 3.440D+01
1.6289D+00 6.153D+01
1.6370D+00 6.771D+01
1.6452D+00 6.181D+01
1.6617D+00 3.530D+01
1.6700D+00 2.598D+01
1.6783D+00 2.097D+01
1.6867D+00 1.813D+01
1.6951D+00 1.632D+01
1.7036D+00 1.517D+01
1.7120D+00 1.482D+01
1.7206D+00 1.505D+01
1.7292D+00 1.523D+01
1.7378D+00 1.482D+01
1.7465D+00 1.387D+01
1.7552D+00 1.303D+01
1.7640D+00 1.295D+01
1.7728D+00 1.371D+01
1.7905D+00 1.653D+01
1.8084D+00 1.944D+01
1.8174D+00 2.052D+01
1.8265D+00 2.106D+01
1.8356D+00 2.094D+01
1.8540D+00 1.977D+01
1.8633D+00 1.931D+01
1.8726D+00 1.911D+01
1.8819D+00 1.904D+01
1.8913D+00 1.892D+01
1.9008D+00 1.856D+01
1.9102D+00 1.780D+01
1.9486D+00 1.098D+01
1.9681D+00 7.032D+00
1.9780D+00 5.500D+00
2.0178D+00 2.229D+00
2.0278D+00 1.730D+00
2.0380D+00 1.431D+00
2.0481D+00 1.401D+00
2.0584D+00 1.606D+00
2.0686D+00 1.971D+00
2.0790D+00 2.328D+00
2.0893D+00 2.487D+00
2.0998D+00 2.376D+00
2.1208D+00 1.670D+00
2.1313D+00 1.424D+00
2.1420D+00 1.357D+00
2.1634D+00 1.548D+00
2.1742D+00 1.585D+00
2.1851D+00 1.532D+00
2.1960D+00 1.430D+00
2.2069D+00 1.334D+00
2.2179D+00 1.273D+00
2.2290D+00 1.249D+00
2.2401D+00 1.264D+00
2.2625D+00 1.352D+00
2.2739D+00 1.366D+00
2.2852D+00 1.319D+00
2.3081D+00 1.094D+00
2.3311D+00 8.942D-01
2.3428D+00 8.449D-01
2.3545D+00 8.265D-01
2.3663D+00 8.269D-01
2.4139D+00 8.836D-01
2.4380D+00 9.081D-01
2.4624D+00 9.193D-01
2.4747D+00 9.216D-01
2.4870D+00 9.218D-01
2.4994D+00 9.198D-01
2.5119D+00 9.160D-01
2.5752D+00 8.755D-01
2.7338D+00 7.924D-01
2.8166D+00 7.560D-01
2.8307D+00 7.499D-01
2.8448D+00 7.437D-01
2.8877D+00 7.249D-01
2.9021D+00 7.186D-01
3.0050D+00 6.764D-01
3.1584D+00 6.473D-01
3.3362D+00 6.176D-01
3.3864D+00 6.092D-01
3.4203D+00 6.035D-01
3.4545D+00 5.978D-01
3.4717D+00 5.949D-01
3.4891D+00 5.920D-01
3.5065D+00 5.891D-01
3.7596D+00 5.508D-01
3.7784D+00 5.481D-01
3.8930D+00 5.318D-01
3.9515D+00 5.235D-01
4.0310D+00 5.122D-01
4.0511D+00 5.093D-01
4.3436D+00 4.568D-01
4.3870D+00 4.475D-01
4.4089D+00 4.428D-01
4.5880D+00 4.044D-01
4.6110D+00 3.995D-01
4.6339D+00 3.946D-01
4.6571D+00 3.896D-01
4.7037D+00 3.796D-01
4.7744D+00 3.645D-01
4.8464D+00 3.491D-01
4.8705D+00 3.439D-01
5.0937D+00 2.934D-01
5.3538D+00 2.381D-01
5.3804D+00 2.327D-01
5.7688D+00 1.615D-01
6.1852D+00 1.075D-01
6.6317D+00 7.256D-02
7.1104D+00 5.424D-02
7.4734D+00 4.891D-02
7.7000D+00 4.564D-02
8.2559D+00 3.704D-02
8.8518D+00 3.005D-02
9.4908D+00 2.438D-02
1.0176D+01 1.978D-02
1.0910D+01 1.604D-02
1.1698D+01 1.301D-02
1.2543D+01 1.057D-02
1.3448D+01 8.569D-03
1.3718D+01 8.071D-03
3s3p2(4P)3d5Fe                          !Configuration name
20                                      !Type of cross-section
75                                      !Number of cross-section points
1.0000D+00 0.000D+00
1.5344D+00 0.000D+00
1.5421D+00 1.610D-03
1.5575D+00 7.325D-02
1.5653D+00 3.385D-01
1.5731D+00 1.284D+00
1.5810D+00 4.160D+00
1.5889D+00 1.140D+01
1.5968D+00 2.805D+01
1.6128D+00 1.001D+02
1.6208D+00 1.400D+02
1.6289D+00 1.568D+02
1.6370D+00 1.423D+02
1.6534D+00 6.299D+01
1.6617D+00 3.391D+01
1.6700D+00 1.796D+01
1.6783D+00 1.157D+01
1.6867D+00 9.236D+00
1.6951D+00 8.502D+00
1.7036D+00 8.182D+00
1.7994D+00 6.771D+00
1.8913D+00 5.784D+00
1.9008D+00 5.691D+00
2.0077D+00 4.727D+00
2.0481D+00 4.433D+00
2.0584D+00 4.358D+00
2.1742D+00 3.603D+00
2.2966D+00 2.973D+00
2.4259D+00 2.472D+00
2.5625D+00 2.071D+00
2.7067D+00 1.755D+00
2.8591D+00 1.499D+00
3.0200D+00 1.306D+00
3.1900D+00 1.161D+00
3.3695D+00 1.048D+00
3.5593D+00 9.620D-01
3.5770D+00 9.546D-01
3.6128D+00 9.396D-01
3.6489D+00 9.246D-01
3.6854D+00 9.093D-01
3.8930D+00 8.274D-01
3.9515D+00 8.062D-01
4.0110D+00 7.845D-01
4.0713D+00 7.626D-01
4.1326D+00 7.403D-01
4.3652D+00 6.557D-01
4.4089D+00 6.398D-01
4.4530D+00 6.238D-01
4.4976D+00 6.076D-01
4.5201D+00 5.994D-01
4.5426D+00 5.912D-01
4.5653D+00 5.830D-01
4.5880D+00 5.747D-01
4.6110D+00 5.664D-01
4.6339D+00 5.580D-01
4.6571D+00 5.496D-01
4.6803D+00 5.412D-01
4.7037D+00 5.326D-01
4.7271D+00 5.241D-01
4.7508D+00 5.155D-01
4.7744D+00 5.069D-01
4.7983D+00 4.983D-01
4.8222D+00 4.896D-01
4.8464D+00 4.808D-01
4.9192D+00 4.543D-01
4.9933D+00 4.274D-01
5.0182D+00 4.183D-01
5.3007D+00 3.212D-01
5.5990D+00 2.373D-01
5.9143D+00 1.694D-01
6.2471D+00 1.189D-01
6.5989D+00 8.552D-02
6.9703D+00 6.644D-02
7.2898D+00 5.898D-02
7.3994D+00 5.709D-02
3s3p2(4P)3d5De                          !Configuration name
20                                      !Type of cross-section
50                                      !Number of cross-section points
1.0000D+00 0.000D+00
1.5731D+00 0.000D+00
1.5810D+00 2.713D-03
1.6048D+00 3.301D-01
1.6128D+00 1.119D+00
1.6208D+00 3.033D+00
1.6289D+00 7.470D+00
1.6370D+00 1.628D+01
1.6534D+00 5.368D+01
1.6617D+00 7.525D+01
1.6700D+00 8.755D+01
1.6783D+00 8.397D+01
1.6951D+00 5.091D+01
1.7036D+00 3.693D+01
1.7120D+00 2.927D+01
1.7206D+00 2.581D+01
1.7292D+00 2.475D+01
1.7378D+00 2.454D+01
1.7465D+00 2.456D+01
1.7552D+00 2.454D+01
1.7640D+00 2.438D+01
1.7994D+00 2.311D+01
1.9008D+00 1.961D+01
2.0077D+00 1.664D+01
2.1208D+00 1.412D+01
2.2401D+00 1.198D+01
2.3663D+00 1.016D+01
2.4994D+00 8.624D+00
2.6402D+00 7.317D+00
2.7887D+00 6.209D+00
2.9458D+00 5.268D+00
3.1115D+00 4.470D+00
3.2867D+00 3.793D+00
3.4717D+00 3.218D+00
3.6672D+00 2.731D+00
3.8736D+00 2.317D+00
4.0917D+00 1.966D+00
4.3219D+00 1.668D+00
4.5653D+00 1.415D+00
4.8222D+00 1.201D+00
5.0937D+00 1.019D+00
5.3804D+00 8.646D-01
5.6834D+00 7.336D-01
6.0032D+00 6.225D-01
6.3412D+00 5.281D-01
6.6981D+00 4.481D-01
7.0752D+00 3.802D-01
7.4734D+00 3.226D-01
7.8942D+00 2.737D-01
8.0931D+00 2.540D-01
3p41De                                  !Configuration name
20                                      !Type of cross-section
189                                     !Number of cross-section points
1.0000D+00 2.708D-01
1.0100D+00 2.530D-01
1.0829D+00 1.896D-01
1.1047D+00 1.878D-01
1.1844D+00 2.316D-01
1.2023D+00 4.640D-01
1.2143D+00 1.172D+00
1.2204D+00 1.568D+00
1.2265D+00 1.748D+00
1.2326D+00 1.589D+00
1.2449D+00 8.272D-01
1.2511D+00 5.577D-01
1.2637D+00 4.070D-01
1.2827D+00 6.591D-01
1.2891D+00 1.160D+00
1.2955D+00 2.819D+00
1.3020D+00 7.041D+00
1.3150D+00 2.825D+01
1.3215D+00 4.023D+01
1.3282D+00 4.558D+01
1.3348D+00 4.067D+01
1.3414D+00 2.956D+01
1.3481D+00 1.868D+01
1.3549D+00 1.208D+01
1.3616D+00 1.019D+01
1.3684D+00 1.036D+01
1.3752D+00 1.030D+01
1.3821D+00 8.956D+00
1.3890D+00 6.593D+00
1.4029D+00 2.594D+00
1.4099D+00 1.859D+00
1.4169D+00 1.789D+00
1.4240D+00 1.900D+00
1.4311D+00 1.858D+00
1.4383D+00 1.634D+00
1.4454D+00 1.531D+00
1.4527D+00 1.975D+00
1.4672D+00 4.996D+00
1.4745D+00 6.261D+00
1.4819D+00 6.282D+00
1.4967D+00 3.163D+00
1.5042D+00 1.734D+00
1.5117D+00 9.610D-01
1.5192D+00 7.587D-01
1.5268D+00 8.776D-01
1.5344D+00 1.374D+00
1.5421D+00 2.976D+00
1.5498D+00 7.940D+00
1.5575D+00 1.906D+01
1.5731D+00 6.180D+01
1.5810D+00 8.130D+01
1.5889D+00 9.155D+01
1.5968D+00 9.350D+01
1.6048D+00 9.228D+01
1.6128D+00 8.715D+01
1.6208D+00 7.449D+01
1.6289D+00 5.494D+01
1.6370D+00 3.677D+01
1.6452D+00 2.961D+01
1.6534D+00 3.540D+01
1.6617D+00 4.938D+01
1.6700D+00 6.069D+01
1.6783D+00 6.033D+01
1.6951D+00 3.577D+01
1.7036D+00 2.673D+01
1.7120D+00 2.420D+01
1.7206D+00 2.411D+01
1.7292D+00 2.264D+01
1.7465D+00 1.433D+01
1.7552D+00 1.239D+01
1.7640D+00 1.768D+01
1.7728D+00 3.324D+01
1.7905D+00 8.560D+01
1.7994D+00 1.017D+02
1.8084D+00 1.030D+02
1.8265D+00 8.352D+01
1.8356D+00 7.712D+01
1.8448D+00 7.315D+01
1.8540D+00 7.107D+01
1.8633D+00 7.342D+01
1.8819D+00 9.724D+01
1.8913D+00 1.091D+02
1.9008D+00 1.137D+02
1.9102D+00 1.077D+02
1.9293D+00 6.849D+01
1.9486D+00 2.811D+01
1.9584D+00 1.780D+01
1.9681D+00 1.278D+01
1.9780D+00 1.023D+01
1.9878D+00 8.840D+00
1.9978D+00 7.969D+00
2.0077D+00 7.548D+00
2.0178D+00 7.442D+00
2.0380D+00 7.758D+00
2.0481D+00 7.785D+00
2.0584D+00 7.498D+00
2.0893D+00 4.794D+00
2.0998D+00 4.105D+00
2.1102D+00 3.994D+00
2.1208D+00 4.404D+00
2.1313D+00 5.138D+00
2.1420D+00 5.860D+00
2.1527D+00 6.280D+00
2.1634D+00 6.338D+00
2.1742D+00 6.087D+00
2.1960D+00 5.127D+00
2.2290D+00 3.929D+00
2.2625D+00 2.392D+00
2.2739D+00 1.970D+00
2.2852D+00 1.803D+00
2.2966D+00 1.780D+00
2.3081D+00 1.737D+00
2.3196D+00 1.573D+00
2.3428D+00 1.018D+00
2.3545D+00 7.947D-01
2.3780D+00 5.890D-01
2.4139D+00 7.260D-01
2.4259D+00 7.671D-01
2.4501D+00 7.086D-01
2.4624D+00 6.683D-01
2.4994D+00 7.668D-01
2.5119D+00 8.003D-01
2.5244D+00 8.089D-01
2.5371D+00 8.116D-01
2.5497D+00 8.238D-01
2.5752D+00 8.655D-01
2.5881D+00 8.870D-01
2.6010D+00 9.089D-01
2.6140D+00 9.291D-01
2.6270D+00 9.406D-01
2.6402D+00 9.393D-01
2.6533D+00 9.224D-01
2.7067D+00 7.673D-01
2.9021D+00 5.627D-01
3.1115D+00 5.159D-01
3.3362D+00 4.958D-01
3.4717D+00 4.882D-01
3.4891D+00 4.872D-01
3.5240D+00 4.852D-01
3.5415D+00 4.842D-01
3.5770D+00 4.822D-01
3.6309D+00 4.792D-01
3.6489D+00 4.782D-01
3.6854D+00 4.761D-01
3.7039D+00 4.751D-01
3.7223D+00 4.740D-01
3.7596D+00 4.719D-01
3.7784D+00 4.709D-01
3.7972D+00 4.698D-01
3.8162D+00 4.687D-01
3.8352D+00 4.676D-01
3.8544D+00 4.666D-01
3.8930D+00 4.644D-01
3.9123D+00 4.633D-01
3.9319D+00 4.622D-01
3.9515D+00 4.611D-01
3.9910D+00 4.588D-01
4.0310D+00 4.566D-01
4.0511D+00 4.555D-01
4.0713D+00 4.543D-01
4.0917D+00 4.532D-01
4.1326D+00 4.508D-01
4.1740D+00 4.485D-01
4.2157D+00 4.462D-01
4.2367D+00 4.450D-01
4.2791D+00 4.426D-01
